"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $2538.69898730111/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method"
"0xe64e1f273ad20098c2e6f1510250b353270b053b965f6651951b82e91f3e6f6f","1621228","1464743532","2016-06-01 01:12:12","0x995da384fc38a6f46e2c4da2435026b26f2e8b57","0xbb9bc244d798123fde783fcc1c72d3bb8c189413","","0","0","0","0.00091216","2.31569966825658","13.83","","","Approve"
"0x322f7b3d600bbb6130cd5e801820fe9f4f5ac302771868c8147f1383eef75cf9","1621229","1464743545","2016-06-01 01:12:25","0x946c555081313c5e0986c6cd5f6978257a406237","0xbb9bc244d798123fde783fcc1c72d3bb8c189413","","0","0","0","0.0155428","39.4584906198237","13.83","","","Transfer"
"0xcedde9cf47abe43f57775f93b5127b303ba7a5062b997ea1d18b01d5fb93bea5","1621229","1464743545","2016-06-01 01:12:25","0xdf21fa922215b1a56f5a6d6294e6e36c85a0acfb","0xbb9bc244d798123fde783fcc1c72d3bb8c189413","","0","0","0","0.00078308","1.98800440297575","13.83","","","Transfer From"
"0x38b44b6c752c1e72dc3e394f704effb5b6c513c1484ebf388613c4001be6da3f","1621231","1464743577","2016-06-01 01:12:57","0x3b93d7baf168905b762bfb59dad8fe1c14f9f36d","0xbb9bc244d798123fde783fcc1c72d3bb8c189413","","0","0","0","0.001489425","3.78120173916096","13.83","","","Vote"
"0x41a1b1efb7ad6764f117f752b32d7dde8d29c0e5f828114705322edef1fa4180","1621237","1464743693","2016-06-01 01:14:53","0x946c555081313c5e0986c6cd5f6978257a406237","0xbb9bc244d798123fde783fcc1c72d3bb8c189413","","0","0","0","0.0155556","39.4909859668611","13.83","","","Transfer"
"0x6566bc03962ac4f446939730ebe170bc49fd99d1c85eddc30ef4f7adea465e45","1621256","1464744025","2016-06-01 01:20:25","0xf9f43ef916590b1545fa773fbf9d72f71a4bee91","0xbb9bc244d798123fde783fcc1c72d3bb8c189413","","0","0","0","0.001183581","3.00475588608883","13.83","","","Vote"
"0x53b30a1a00a4b1ea7879a57ce3996122ce626bb8ac03ddc58fa53577a26522c5","1621261","1464744126","2016-06-01 01:22:06","0x24c32736a24f2ccc95a3249b17ea5c23222df71c","0xbb9bc244d798123fde783fcc1c72d3bb8c189413","","0","0","0","0.001183581","3.00475588608883","13.83","","","Vote"
"0x5857ae5b96b4847ca9a66ce015aa5d1a33f1501eb96c69cb73d337cbaf1c4f98","1621264","1464744163","2016-06-01 01:22:43","0x8bad5638f2df3f276a9da7a9b0e005297f5a9753","0xbb9bc244d798123fde783fcc1c72d3bb8c189413","","0","0","0","0.00315","7.9969018099985","13.83","Error(0)","Bad jump destination","Transfer"
"0xaeac091fac5b6e79351f07319ee7a8855c0e227362fa059c6627ba1e2ff81040","1621276","1464744364","2016-06-01 01:26:04","0x8bad5638f2df3f276a9da7a9b0e005297f5a9753","0xbb9bc244d798123fde783fcc1c72d3bb8c189413","","0","0","0","0.00315","7.9969018099985","13.83","Error(0)","Bad jump destination","Transfer"
"0xaf44eaa58cd71e2abdd73cd6cac67fd79740aa8e93a80f2dba85fa2a21345db7","1621276","1464744364","2016-06-01 01:26:04","0x49cf1e54be363106b920729d2d0ba46f0867989a","0xbb9bc244d798123fde783fcc1c72d3bb8c189413","","0","0","0","0.001318338","3.34686334552057","13.83","","","Transfer"
